dataset,filename,path,Early blight,Healthy,Late blight,Leaf Miner,Magnesium Deficiency,Nitrogen Deficiency,Pottassium Deficiency,Spotted Wilt Virus,SUM
train,IMG20220325111356_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111356_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111356_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111356_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111358_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111400_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111400_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111400_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111400_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111403_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111403_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111403_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111408_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111412_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111412_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111412_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111412_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111412_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111417_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111442_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111516_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111516_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111516_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111516_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111516_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111519.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111519_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111519_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325111519_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134406_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134406_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134406_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134406_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134406_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134754.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134754_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134754_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134759_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134759_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134759_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134759_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325134759_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135110_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135513_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135513_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135513_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135513_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325135513_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325141411_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325141411_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325141411_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325141411_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142410_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142410_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142410_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142410_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142437_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142600_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142602_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607_1.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142607_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_2.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_3.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_4.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_5.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_6.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220325142616_7.jpg,\train\Late_blight,,,1,,,,,,1
train,IMG20220324105736.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324105905.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324110450.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324110453.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324110459.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324111112.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324111115.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220324111514.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220325135710.jpg,\train\Late_blight_Leaf Miner,,,1,1,,,,,2
train,IMG20220323093629.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323093831.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094150.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094315.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094328.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094444.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094454.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094608.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094617.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323094641.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323095058.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323095725.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323095905.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323095934.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323100050.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323100405.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101137.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101248.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101528.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101549.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101554.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101602.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101618.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101645.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101649.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101651.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101655.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101717.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101722.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101733.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323101811.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323102016.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323102031.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323102556.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323102607.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323102759.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103247.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103250.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103347.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103452.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103500.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103507.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103527.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103530.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103537.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103550.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103603.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103621.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103639.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103657.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103706.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103723.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103726.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103739.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103811.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103817.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323103821.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104108.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104326.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104357.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104454.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104502.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104523.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104720.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104723.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104748.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104819.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104827.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104831.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104836.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104842.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104845.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104900.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104924.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323104929.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105033.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105051.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105059.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105113.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105148.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105208.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105215.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105234.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105249.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105253.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105258.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105306.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105428.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105439.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105512.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105534.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105609.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105656.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105742.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105747.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105751.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105754.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105839.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105900.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105936.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323105942.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110007.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110435.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110444.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110447.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110453.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110533.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110553.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110620.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110708.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110718.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110723.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110725.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110742.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110748.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110757.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110912.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323110914.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111649.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111705.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111800.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111813.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111944.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323111951.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323121738.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323121754.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323121941.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122216.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122249.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122258.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122627.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122647.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323122704.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123333.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123405.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123409.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123427.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123530.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323123829.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124037.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124210.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124217.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124222.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124225.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124417.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124623.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323124654.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125451.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125632.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125810.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125816.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125824.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323125829.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130207.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130218.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130222.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130229.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130544.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130553.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130559.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130613.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130620.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130624.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130626.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130719.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130742.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130749.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323130855.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131128.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131258.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131302.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131306.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131640.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131644.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131649.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131731.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131738.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131742.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323131904.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323132101.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323132105.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323132150.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323132340.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323132345.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323172141.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323172157.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323172205.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323172214.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323173324.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323173337.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323173348.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323175153.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323175840.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323175855.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323175900.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180149.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180235.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180241.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180454.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180747.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180911.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323180915.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181216.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181220.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181224.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181227.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181249.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181307.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181449.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181550.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181556.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181600.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181808.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181812.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323181817.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323182049.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323182413.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323182445.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183627.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183629.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183649.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183652.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183802.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323183808.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184244.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184259.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184319.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184426.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184440.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184444.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184502.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184505.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184511.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184600.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184634.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184720.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184745.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184913.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184923.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323184926.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185027.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185036.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185126.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185206.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185257.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185400.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185405.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185409.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185448.jpg,\train\Leaf Miner,,,,1,,,,,1
train,IMG20220323185456.jpg,\train\Leaf Miner,,,,1,,,,,1
